County,MSA,State,State_county,State_msa
JEFFERSON,BIRMINGHAM,AL,"AL,JEFFERSON","AL,BIRMINGHAM"
SHELBY,BIRMINGHAM,AL,"AL,SHELBY","AL,BIRMINGHAM"
ST. CLAIR,BIRMINGHAM,AL,"AL,ST. CLAIR","AL,BIRMINGHAM"
WALKER,BIRMINGHAM,AL,"AL,WALKER","AL,BIRMINGHAM"
MADISON,HUNTSVILLE,AL,"AL,MADISON","AL,HUNTSVILLE"
LIMESTONE,HUNTSVILLE,AL,"AL,LIMESTONE","AL,HUNTSVILLE"
MOBILE,MOBILE,AL,"AL,MOBILE","AL,MOBILE"
BALDWIN,MOBILE,AL,"AL,BALDWIN","AL,MOBILE"
MONTGOMERY,MONTGOMERY,AL,"AL,MONTGOMERY","AL,MONTGOMERY"
AUTAUGA,MONTGOMERY,AL,"AL,AUTAUGA","AL,MONTGOMERY"
ELMORE,MONTGOMERY,AL,"AL,ELMORE","AL,MONTGOMERY"
TUSCALOOSA,TUSCALOOSA,AL,"AL,TUSCALOOSA","AL,TUSCALOOSA"
PICKENS,TUSCALOOSA,AL,"AL,PICKENS","AL,TUSCALOOSA"
MORGAN,DECATUR,AL,"AL,MORGAN","AL,DECATUR"
LAWRENCE,DECATUR,AL,"AL,LAWRENCE","AL,DECATUR"
HOUSTON,DOTHAN,AL,"AL,HOUSTON","AL,DOTHAN"
HENRY,DOTHAN,AL,"AL,HENRY","AL,DOTHAN"
ETOWAH,GADSDEN,AL,"AL,ETOWAH","AL,GADSDEN"
CHEROKEE,GADSDEN,AL,"AL,CHEROKEE","AL,GADSDEN"
CALHOUN,ANNISTON,AL,"AL,CALHOUN","AL,ANNISTON"
CLEBURNE,ANNISTON,AL,"AL,CLEBURNE","AL,ANNISTON"
DALLAS,SELMA,AL,"AL,DALLAS","AL,SELMA"
PERRY,SELMA,AL,"AL,PERRY","AL,SELMA"
RUSSELL,PHENIX CITY,AL,"AL,RUSSELL","AL,PHENIX CITY"
LEE,PHENIX CITY,AL,"AL,LEE","AL,PHENIX CITY"
WALKER,JASPER,AL,"AL,WALKER","AL,JASPER"
WINSTON,JASPER,AL,"AL,WINSTON","AL,JASPER"
CHOCTAW,BUTLER,AL,"AL,CHOCTAW","AL,BUTLER"
BUTLER,BUTLER,AL,"AL,BUTLER","AL,BUTLER"
CONECUH,EVERGREEN,AL,"AL,CONECUH","AL,EVERGREEN"
MONROE,EVERGREEN,AL,"AL,MONROE","AL,EVERGREEN"
ANCHORAGE MUNICIPALITY,ANCHORAGE,AK,"AK,ANCHORAGE MUNICIPALITY","AK,ANCHORAGE"
MATANUSKA-SUSITNA BOROUGH,ANCHORAGE,AK,"AK,MATANUSKA-SUSITNA BOROUGH","AK,ANCHORAGE"
KENAI PENINSULA BOROUGH,ANCHORAGE,AK,"AK,KENAI PENINSULA BOROUGH","AK,ANCHORAGE"
VALDEZ-CORDOVA,ANCHORAGE,AK,"AK,VALDEZ-CORDOVA","AK,ANCHORAGE"
ALEUTIANS WEST,ANCHORAGE,AK,"AK,ALEUTIANS WEST","AK,ANCHORAGE"
ALEUTIANS EAST BOROUGH,ANCHORAGE,AK,"AK,ALEUTIANS EAST BOROUGH","AK,ANCHORAGE"
BRISTOL BAY BOROUGH,ANCHORAGE,AK,"AK,BRISTOL BAY BOROUGH","AK,ANCHORAGE"
LE AND PENINSULA BOROUGH,ANCHORAGE,AK,"AK,LE AND PENINSULA BOROUGH","AK,ANCHORAGE"
CITY AND BOROUGH OF JUNEAU,JUNEAU,AK,"AK,CITY AND BOROUGH OF JUNEAU","AK,JUNEAU"
HAINES BOROUGH,JUNEAU,AK,"AK,HAINES BOROUGH","AK,JUNEAU"
SKAGWAY MUNICIPALITY,JUNEAU,AK,"AK,SKAGWAY MUNICIPALITY","AK,JUNEAU"
HOONAH-ANGOON,JUNEAU,AK,"AK,HOONAH-ANGOON","AK,JUNEAU"
SITKA CITY AND BOROUGH,JUNEAU,AK,"AK,SITKA CITY AND BOROUGH","AK,JUNEAU"
PETERSBURG BOROUGH,JUNEAU,AK,"AK,PETERSBURG BOROUGH","AK,JUNEAU"
FAIRBANKS NORTH STAR BOROUGH,FAIRBANKS,AK,"AK,FAIRBANKS NORTH STAR BOROUGH","AK,FAIRBANKS"
YUKON-KOYUKUK,FAIRBANKS,AK,"AK,YUKON-KOYUKUK","AK,FAIRBANKS"
DENALI BOROUGH,FAIRBANKS,AK,"AK,DENALI BOROUGH","AK,FAIRBANKS"
SOUTHEAST FAIRBANKS,FAIRBANKS,AK,"AK,SOUTHEAST FAIRBANKS","AK,FAIRBANKS"
NOME,FAIRBANKS,AK,"AK,NOME","AK,FAIRBANKS"
NORTHWEST ARCTIC BOROUGH,FAIRBANKS,AK,"AK,NORTHWEST ARCTIC BOROUGH","AK,FAIRBANKS"
NORTH SLOPE BOROUGH,FAIRBANKS,AK,"AK,NORTH SLOPE BOROUGH","AK,FAIRBANKS"
KETCHIKAN GATEWAY BOROUGH,KETCHIKAN,AK,"AK,KETCHIKAN GATEWAY BOROUGH","AK,KETCHIKAN"
PRINCE OF WALES-HYDER,KETCHIKAN,AK,"AK,PRINCE OF WALES-HYDER","AK,KETCHIKAN"
WRANGELL CITY AND BOROUGH,KETCHIKAN,AK,"AK,WRANGELL CITY AND BOROUGH","AK,KETCHIKAN"
WADE HAMPTON,KETCHIKAN,AK,"AK,WADE HAMPTON","AK,KETCHIKAN"
APACHE,CHAMBERS,AZ,"AZ,APACHE","AZ,CHAMBERS"
COCONINO,FLAGSTAFF,AZ,"AZ,COCONINO","AZ,FLAGSTAFF"
GILA,GLOBE,AZ,"AZ,GILA","AZ,GLOBE"
GREENLEE,GLOBE,AZ,"AZ,GREENLEE","AZ,GLOBE"
GRAHAM,GLOBE,AZ,"AZ,GRAHAM","AZ,GLOBE"
MOHAVE,KINGMAN,AZ,"AZ,MOHAVE","AZ,KINGMAN"
LA P,KINGMAN,AZ,"AZ,LA P","AZ,KINGMAN"
MARICOPA,PHOENIX,AZ,"AZ,MARICOPA","AZ,PHOENIX"
PINAL,PHOENIX,AZ,"AZ,PINAL","AZ,PHOENIX"
YUMA,PHOENIX,AZ,"AZ,YUMA","AZ,PHOENIX"
YAVAPAI,PRESCOTT,AZ,"AZ,YAVAPAI","AZ,PRESCOTT"
PIMA,TUCSON,AZ,"AZ,PIMA","AZ,TUCSON"
SANTA CRUZ,TUCSON,AZ,"AZ,SANTA CRUZ","AZ,TUCSON"
PULASKI,LITTLE ROCK,AR,"AR,PULASKI","AR,LITTLE ROCK"
SALINE,LITTLE ROCK,AR,"AR,SALINE","AR,LITTLE ROCK"
FAULKNER,LITTLE ROCK,AR,"AR,FAULKNER","AR,LITTLE ROCK"
LONOKE,LITTLE ROCK,AR,"AR,LONOKE","AR,LITTLE ROCK"
PERRY,LITTLE ROCK,AR,"AR,PERRY","AR,LITTLE ROCK"
GRANT,LITTLE ROCK,AR,"AR,GRANT","AR,LITTLE ROCK"
WHITE,LITTLE ROCK,AR,"AR,WHITE","AR,LITTLE ROCK"
PRAIRIE,LITTLE ROCK,AR,"AR,PRAIRIE","AR,LITTLE ROCK"
SEBASTIAN,FORT SMITH,AR,"AR,SEBASTIAN","AR,FORT SMITH"
CRAWFORD,FORT SMITH,AR,"AR,CRAWFORD","AR,FORT SMITH"
FRANKLIN,FORT SMITH,AR,"AR,FRANKLIN","AR,FORT SMITH"
SCOTT,FORT SMITH,AR,"AR,SCOTT","AR,FORT SMITH"
POLK,FORT SMITH,AR,"AR,POLK","AR,FORT SMITH"
WASHINGTON,FAYETTEVILLE,AR,"AR,WASHINGTON","AR,FAYETTEVILLE"
MADISON,FAYETTEVILLE,AR,"AR,MADISON","AR,FAYETTEVILLE"
BENTON,FAYETTEVILLE,AR,"AR,BENTON","AR,FAYETTEVILLE"
CROLL,FAYETTEVILLE,AR,"AR,CROLL","AR,FAYETTEVILLE"
GLAND,HOT SPRINGS,AR,"AR,GLAND","AR,HOT SPRINGS"
HOT SPRING,HOT SPRINGS,AR,"AR,HOT SPRING","AR,HOT SPRINGS"
CLK,HOT SPRINGS,AR,"AR,CLK","AR,HOT SPRINGS"
MONTGOMERY,HOT SPRINGS,AR,"AR,MONTGOMERY","AR,HOT SPRINGS"
CRAIGHEAD,JONESBORO,AR,"AR,CRAIGHEAD","AR,JONESBORO"
POINSETT,JONESBORO,AR,"AR,POINSETT","AR,JONESBORO"
GREENE,JONESBORO,AR,"AR,GREENE","AR,JONESBORO"
CLAY,JONESBORO,AR,"AR,CLAY","AR,JONESBORO"
RANDOLPH,JONESBORO,AR,"AR,RANDOLPH","AR,JONESBORO"
WOODRUFF,JONESBORO,AR,"AR,WOODRUFF","AR,JONESBORO"
JEFFERSON,PINE BLUFF,AR,"AR,JEFFERSON","AR,PINE BLUFF"
LINCOLN,PINE BLUFF,AR,"AR,LINCOLN","AR,PINE BLUFF"
CLEVELAND,PINE BLUFF,AR,"AR,CLEVELAND","AR,PINE BLUFF"
MONROE,PINE BLUFF,AR,"AR,MONROE","AR,PINE BLUFF"
DESHA,PINE BLUFF,AR,"AR,DESHA","AR,PINE BLUFF"
DREW,PINE BLUFF,AR,"AR,DREW","AR,PINE BLUFF"
ASHLEY,PINE BLUFF,AR,"AR,ASHLEY","AR,PINE BLUFF"
CHICOT,PINE BLUFF,AR,"AR,CHICOT","AR,PINE BLUFF"
BRADLEY,PINE BLUFF,AR,"AR,BRADLEY","AR,PINE BLUFF"
CRITTENDEN,WEST MEMPHIS,AR,"AR,CRITTENDEN","AR,WEST MEMPHIS"
ST. FRANCIS,WEST MEMPHIS,AR,"AR,ST. FRANCIS","AR,WEST MEMPHIS"
LEE,WEST MEMPHIS,AR,"AR,LEE","AR,WEST MEMPHIS"
PHILLIPS,WEST MEMPHIS,AR,"AR,PHILLIPS","AR,WEST MEMPHIS"
MISSISSIPPI,WEST MEMPHIS,AR,"AR,MISSISSIPPI","AR,WEST MEMPHIS"
POPE,RUSSELLVILLE,AR,"AR,POPE","AR,RUSSELLVILLE"
YELL,RUSSELLVILLE,AR,"AR,YELL","AR,RUSSELLVILLE"
CONWAY,RUSSELLVILLE,AR,"AR,CONWAY","AR,RUSSELLVILLE"
VAN BUREN,RUSSELLVILLE,AR,"AR,VAN BUREN","AR,RUSSELLVILLE"
JOHNSON,RUSSELLVILLE,AR,"AR,JOHNSON","AR,RUSSELLVILLE"
LOGAN,RUSSELLVILLE,AR,"AR,LOGAN","AR,RUSSELLVILLE"
INDEPENDENCE,BATESVILLE,AR,"AR,INDEPENDENCE","AR,BATESVILLE"
IZD,BATESVILLE,AR,"AR,IZD","AR,BATESVILLE"
STONE,BATESVILLE,AR,"AR,STONE","AR,BATESVILLE"
SHP,BATESVILLE,AR,"AR,SHP","AR,BATESVILLE"
FULTON,BATESVILLE,AR,"AR,FULTON","AR,BATESVILLE"
JACKSON,BATESVILLE,AR,"AR,JACKSON","AR,BATESVILLE"
OUACHITA,CAMDEN,AR,"AR,OUACHITA","AR,CAMDEN"
CALHOUN,CAMDEN,AR,"AR,CALHOUN","AR,CAMDEN"
UNION,CAMDEN,AR,"AR,UNION","AR,CAMDEN"
NEVADA,CAMDEN,AR,"AR,NEVADA","AR,CAMDEN"
LOS ANGELES,LOS ANGELES,CA,"CA,LOS ANGELES","CA,LOS ANGELES"
ORANGE,LOS ANGELES,CA,"CA,ORANGE","CA,LOS ANGELES"
WOODLAND HILLS,LOS ANGELES,CA,"CA,WOODLAND HILLS","CA,LOS ANGELES"
VENTURA,LOS ANGELES,CA,"CA,VENTURA","CA,LOS ANGELES"
SAN FRANCISCO,SAN FRANCISCO,CA,"CA,SAN FRANCISCO","CA,SAN FRANCISCO"
ALAMEDA,SAN FRANCISCO,CA,"CA,ALAMEDA","CA,SAN FRANCISCO"
CONTRA COSTA,SAN FRANCISCO,CA,"CA,CONTRA COSTA","CA,SAN FRANCISCO"
SAN MATEO,SAN FRANCISCO,CA,"CA,SAN MATEO","CA,SAN FRANCISCO"
MARIN,SAN FRANCISCO,CA,"CA,MARIN","CA,SAN FRANCISCO"
SOLANO,SAN FRANCISCO,CA,"CA,SOLANO","CA,SAN FRANCISCO"
NAPA,SAN FRANCISCO,CA,"CA,NAPA","CA,SAN FRANCISCO"
SANTA CLARA,SAN FRANCISCO,CA,"CA,SANTA CLARA","CA,SAN FRANCISCO"
SAN DIEGO,SAN DIEGO,CA,"CA,SAN DIEGO","CA,SAN DIEGO"
IMPERIAL,SAN DIEGO,CA,"CA,IMPERIAL","CA,SAN DIEGO"
SANTA CRUZ,SAN JOSE,CA,"CA,SANTA CRUZ","CA,SAN JOSE"
SACRAMENTO,SACRAMENTO,CA,"CA,SACRAMENTO","CA,SACRAMENTO"
EL DORADO,SACRAMENTO,CA,"CA,EL DORADO","CA,SACRAMENTO"
PLACER,SACRAMENTO,CA,"CA,PLACER","CA,SACRAMENTO"
YOLO,SACRAMENTO,CA,"CA,YOLO","CA,SACRAMENTO"
SUTTER,SACRAMENTO,CA,"CA,SUTTER","CA,SACRAMENTO"
FRESNO,FRESNO,CA,"CA,FRESNO","CA,FRESNO"
MADERA,FRESNO,CA,"CA,MADERA","CA,FRESNO"
KINGS,FRESNO,CA,"CA,KINGS","CA,FRESNO"
TULARE,FRESNO,CA,"CA,TULARE","CA,FRESNO"
RIVERSIDE,RIVERSIDE,CA,"CA,RIVERSIDE","CA,RIVERSIDE"
SAN BERNARDINO,RIVERSIDE,CA,"CA,SAN BERNARDINO","CA,RIVERSIDE"
KERN,BAKERSFIELD,CA,"CA,KERN","CA,BAKERSFIELD"
SAN JOAQUIN,STOCKTON,CA,"CA,SAN JOAQUIN","CA,STOCKTON"
CALAVERAS,STOCKTON,CA,"CA,CALAVERAS","CA,STOCKTON"
AMADOR,STOCKTON,CA,"CA,AMADOR","CA,STOCKTON"
STANISLAUS,MODESTO,CA,"CA,STANISLAUS","CA,MODESTO"
MERCED,MODESTO,CA,"CA,MERCED","CA,MODESTO"
SANTA BARBARA,SANTA BARBARA,CA,"CA,SANTA BARBARA","CA,SANTA BARBARA"
SAN LUIS OBISPO,SANTA BARBARA,CA,"CA,SAN LUIS OBISPO","CA,SANTA BARBARA"
MONTEREY,SALINAS,CA,"CA,MONTEREY","CA,SALINAS"
SAN BENITO,SALINAS,CA,"CA,SAN BENITO","CA,SALINAS"
SONOMA,SANTA ROSA,CA,"CA,SONOMA","CA,SANTA ROSA"
MENDOCINO,SANTA ROSA,CA,"CA,MENDOCINO","CA,SANTA ROSA"
LAKE,SANTA ROSA,CA,"CA,LAKE","CA,SANTA ROSA"
COACHELLA VALLEY PORTION OF RIVERSIDE,PALM SPRINGS,CA,"CA,COACHELLA VALLEY PORTION OF RIVERSIDE","CA,PALM SPRINGS"
EASTERN KERN,MOJAVE,CA,"CA,EASTERN KERN","CA,MOJAVE"
SHASTA,REDDING,CA,"CA,SHASTA","CA,REDDING"
TEHAMA,REDDING,CA,"CA,TEHAMA","CA,REDDING"
TRINITY,REDDING,CA,"CA,TRINITY","CA,REDDING"
HUMBOLDT,EUREKA,CA,"CA,HUMBOLDT","CA,EUREKA"
DEL NORTE,EUREKA,CA,"CA,DEL NORTE","CA,EUREKA"
YUBA,MARYSVILLE,CA,"CA,YUBA","CA,MARYSVILLE"
COLUSA,MARYSVILLE,CA,"CA,COLUSA","CA,MARYSVILLE"
GLENN,MARYSVILLE,CA,"CA,GLENN","CA,MARYSVILLE"
BUTTE,MARYSVILLE,CA,"CA,BUTTE","CA,MARYSVILLE"
LASSEN,SUSANVILLE,CA,"CA,LASSEN","CA,SUSANVILLE"
PLUMAS,SUSANVILLE,CA,"CA,PLUMAS","CA,SUSANVILLE"
SIERRA,SUSANVILLE,CA,"CA,SIERRA","CA,SUSANVILLE"
NEVADA,SUSANVILLE,CA,"CA,NEVADA","CA,SUSANVILLE"
ALPINE,SUSANVILLE,CA,"CA,ALPINE","CA,SUSANVILLE"
MONO,SUSANVILLE,CA,"CA,MONO","CA,SUSANVILLE"
MARIPOSA,SUSANVILLE,CA,"CA,MARIPOSA","CA,SUSANVILLE"
TUOLUMNE,SUSANVILLE,CA,"CA,TUOLUMNE","CA,SUSANVILLE"
INYO,SUSANVILLE,CA,"CA,INYO","CA,SUSANVILLE"
DENVER,DENVER,CO,"CO,DENVER","CO,DENVER"
ARAPAHOE,DENVER,CO,"CO,ARAPAHOE","CO,DENVER"
JEFFERSON,DENVER,CO,"CO,JEFFERSON","CO,DENVER"
ADAMS,DENVER,CO,"CO,ADAMS","CO,DENVER"
DOUGLAS,DENVER,CO,"CO,DOUGLAS","CO,DENVER"
BROOMFIELD,DENVER,CO,"CO,BROOMFIELD","CO,DENVER"
CLEAR CREEK,DENVER,CO,"CO,CLEAR CREEK","CO,DENVER"
PARK,DENVER,CO,"CO,PARK","CO,DENVER"
GILPIN,DENVER,CO,"CO,GILPIN","CO,DENVER"
EL PASO,COLORADO SPRINGS,CO,"CO,EL PASO","CO,COLORADO SPRINGS"
TELLER,COLORADO SPRINGS,CO,"CO,TELLER","CO,COLORADO SPRINGS"
LINCOLN,COLORADO SPRINGS,CO,"CO,LINCOLN","CO,COLORADO SPRINGS"
BOULDER,BOULDER,CO,"CO,BOULDER","CO,BOULDER"
LARIMER,FORT COLLINS,CO,"CO,LARIMER","CO,FORT COLLINS"
WELD,GREELEY,CO,"CO,WELD","CO,GREELEY"
MORGAN,GREELEY,CO,"CO,MORGAN","CO,GREELEY"
LOGAN,GREELEY,CO,"CO,LOGAN","CO,GREELEY"
PUEBLO,PUEBLO,CO,"CO,PUEBLO","CO,PUEBLO"
CROWLEY,PUEBLO,CO,"CO,CROWLEY","CO,PUEBLO"
OTERO,PUEBLO,CO,"CO,OTERO","CO,PUEBLO"
BENT,PUEBLO,CO,"CO,BENT","CO,PUEBLO"
LAS ANIMAS,PUEBLO,CO,"CO,LAS ANIMAS","CO,PUEBLO"
HUERFANO,PUEBLO,CO,"CO,HUERFANO","CO,PUEBLO"
MESA,GRAND JUNCTION,CO,"CO,MESA","CO,GRAND JUNCTION"
DELTA,GRAND JUNCTION,CO,"CO,DELTA","CO,GRAND JUNCTION"
LA PLATA,DURANGO,CO,"CO,LA PLATA","CO,DURANGO"
ARCHULETA,DURANGO,CO,"CO,ARCHULETA","CO,DURANGO"
MONTEZUMA,DURANGO,CO,"CO,MONTEZUMA","CO,DURANGO"
DOLORES,DURANGO,CO,"CO,DOLORES","CO,DURANGO"
WASHINGTON,FORT MORGAN,CO,"CO,WASHINGTON","CO,FORT MORGAN"
YUMA,FORT MORGAN,CO,"CO,YUMA","CO,FORT MORGAN"
PHILLIPS,FORT MORGAN,CO,"CO,PHILLIPS","CO,FORT MORGAN"
SEDGWICK,FORT MORGAN,CO,"CO,SEDGWICK","CO,FORT MORGAN"
KIT CARSON,FORT MORGAN,CO,"CO,KIT CARSON","CO,FORT MORGAN"
MONTROSE,MONTROSE,CO,"CO,MONTROSE","CO,MONTROSE"
GUNNISON,MONTROSE,CO,"CO,GUNNISON","CO,MONTROSE"
SAN MIGUEL,MONTROSE,CO,"CO,SAN MIGUEL","CO,MONTROSE"
OURAY,MONTROSE,CO,"CO,OURAY","CO,MONTROSE"
GARFIELD,GLENWOOD SPRINGS,CO,"CO,GARFIELD","CO,GLENWOOD SPRINGS"
PITKIN,GLENWOOD SPRINGS,CO,"CO,PITKIN","CO,GLENWOOD SPRINGS"
EAGLE,GLENWOOD SPRINGS,CO,"CO,EAGLE","CO,GLENWOOD SPRINGS"
ALAMOSA,ALAMOSA,CO,"CO,ALAMOSA","CO,ALAMOSA"
RIO GRANDE,ALAMOSA,CO,"CO,RIO GRANDE","CO,ALAMOSA"
SAGUACHE,ALAMOSA,CO,"CO,SAGUACHE","CO,ALAMOSA"
MINERAL,ALAMOSA,CO,"CO,MINERAL","CO,ALAMOSA"
CONEJOS,ALAMOSA,CO,"CO,CONEJOS","CO,ALAMOSA"
COSTILLA,ALAMOSA,CO,"CO,COSTILLA","CO,ALAMOSA"
CHAFFEE,SALIDA,CO,"CO,CHAFFEE","CO,SALIDA"
LAKE,SALIDA,CO,"CO,LAKE","CO,SALIDA"
FREMONT,SALIDA,CO,"CO,FREMONT","CO,SALIDA"
CUSTER,SALIDA,CO,"CO,CUSTER","CO,SALIDA"
CHEYENNE,SALIDA,CO,"CO,CHEYENNE","CO,SALIDA"
KIOWA,SALIDA,CO,"CO,KIOWA","CO,SALIDA"
BACA,SALIDA,CO,"CO,BACA","CO,SALIDA"
PROWERS,SALIDA,CO,"CO,PROWERS","CO,SALIDA"
HARTFORD,HARTFORD,CT,"CT,HARTFORD","CT,HARTFORD"
TOLLAND,HARTFORD,CT,"CT,TOLLAND","CT,HARTFORD"
NEW HAVEN,NEW HAVEN,CT,"CT,NEW HAVEN","CT,NEW HAVEN"
HARTFORD,NEW BRITAIN,CT,"CT,HARTFORD","CT,NEW BRITAIN"
LITCHFIELD,WATERBURY,CT,"CT,LITCHFIELD","CT,WATERBURY"
NEW LONDON,NEW LONDON,CT,"CT,NEW LONDON","CT,NEW LONDON"
WINDHAM,WILLIMANTIC,CT,"CT,WINDHAM","CT,WILLIMANTIC"
NEW CASTLE,WILMINGTON,DE,"DE,NEW CASTLE","DE,WILMINGTON"
KENT,DOVER,DE,"DE,KENT","DE,DOVER"
SUSSEX,DOVER,DE,"DE,SUSSEX","DE,DOVER"
MORRIS,DOVER,DE,"DE,MORRIS","DE,DOVER"
NEW JERSEY,DOVER,DE,"DE,NEW JERSEY","DE,DOVER"
MIAMI-DADE,MIAMI,FL,"FL,MIAMI-DADE","FL,MIAMI"
BROWARD,MIAMI,FL,"FL,BROWARD","FL,MIAMI"
PALM BEACH,MIAMI,FL,"FL,PALM BEACH","FL,MIAMI"
MONROE,MIAMI,FL,"FL,MONROE","FL,MIAMI"
HILLSBOROUGH,TAMPA,FL,"FL,HILLSBOROUGH","FL,TAMPA"
PINELLAS,TAMPA,FL,"FL,PINELLAS","FL,TAMPA"
HERNANDO,TAMPA,FL,"FL,HERNANDO","FL,TAMPA"
PASCO,TAMPA,FL,"FL,PASCO","FL,TAMPA"
ORANGE,ORLANDO,FL,"FL,ORANGE","FL,ORLANDO"
SEMINOLE,ORLANDO,FL,"FL,SEMINOLE","FL,ORLANDO"
LAKE,ORLANDO,FL,"FL,LAKE","FL,ORLANDO"
OSCEOLA,ORLANDO,FL,"FL,OSCEOLA","FL,ORLANDO"
SUMTER,ORLANDO,FL,"FL,SUMTER","FL,ORLANDO"
DUVAL,JACKSONVILLE,FL,"FL,DUVAL","FL,JACKSONVILLE"
NASSAU,JACKSONVILLE,FL,"FL,NASSAU","FL,JACKSONVILLE"
ST. JOHNS,JACKSONVILLE,FL,"FL,ST. JOHNS","FL,JACKSONVILLE"
CLAY,JACKSONVILLE,FL,"FL,CLAY","FL,JACKSONVILLE"
BAKER,JACKSONVILLE,FL,"FL,BAKER","FL,JACKSONVILLE"
PUTNAM,JACKSONVILLE,FL,"FL,PUTNAM","FL,JACKSONVILLE"
LEE,FORT MYERS,FL,"FL,LEE","FL,FORT MYERS"
COLLIER,FORT MYERS,FL,"FL,COLLIER","FL,FORT MYERS"
CHARLOTTE,FORT MYERS,FL,"FL,CHARLOTTE","FL,FORT MYERS"
SARASOTA,SARASOTA,FL,"FL,SARASOTA","FL,SARASOTA"
MANATEE,SARASOTA,FL,"FL,MANATEE","FL,SARASOTA"
ALACHUA,GAINESVILLE,FL,"FL,ALACHUA","FL,GAINESVILLE"
GILCHRIST,GAINESVILLE,FL,"FL,GILCHRIST","FL,GAINESVILLE"
LEVY,GAINESVILLE,FL,"FL,LEVY","FL,GAINESVILLE"
MARION,GAINESVILLE,FL,"FL,MARION","FL,GAINESVILLE"
SUWANNEE,GAINESVILLE,FL,"FL,SUWANNEE","FL,GAINESVILLE"
LAFAYETTE,GAINESVILLE,FL,"FL,LAFAYETTE","FL,GAINESVILLE"
DIXIE,GAINESVILLE,FL,"FL,DIXIE","FL,GAINESVILLE"
TAYLOR,GAINESVILLE,FL,"FL,TAYLOR","FL,GAINESVILLE"
MADISON,GAINESVILLE,FL,"FL,MADISON","FL,GAINESVILLE"
HAMILTON,GAINESVILLE,FL,"FL,HAMILTON","FL,GAINESVILLE"
COLUMBIA,GAINESVILLE,FL,"FL,COLUMBIA","FL,GAINESVILLE"
UNION,GAINESVILLE,FL,"FL,UNION","FL,GAINESVILLE"
BRADFORD,GAINESVILLE,FL,"FL,BRADFORD","FL,GAINESVILLE"
LEON,TALLAHASSEE,FL,"FL,LEON","FL,TALLAHASSEE"
WAKULLA,TALLAHASSEE,FL,"FL,WAKULLA","FL,TALLAHASSEE"
JEFFERSON,TALLAHASSEE,FL,"FL,JEFFERSON","FL,TALLAHASSEE"
GADSDEN,TALLAHASSEE,FL,"FL,GADSDEN","FL,TALLAHASSEE"
VOLUSIA,DAYTONA BEACH,FL,"FL,VOLUSIA","FL,DAYTONA BEACH"
FLAGLER,DAYTONA BEACH,FL,"FL,FLAGLER","FL,DAYTONA BEACH"
BREVARD,MELBOURNE,FL,"FL,BREVARD","FL,MELBOURNE"
POLK,LAKELAND,FL,"FL,POLK","FL,LAKELAND"
ESCAMBIA,PENSACOLA,FL,"FL,ESCAMBIA","FL,PENSACOLA"
SANTA ROSA,PENSACOLA,FL,"FL,SANTA ROSA","FL,PENSACOLA"
OKALOOSA,PENSACOLA,FL,"FL,OKALOOSA","FL,PENSACOLA"
BAY,PANAMA CITY,FL,"FL,BAY","FL,PANAMA CITY"
GULF,PANAMA CITY,FL,"FL,GULF","FL,PANAMA CITY"
CALHOUN,PANAMA CITY,FL,"FL,CALHOUN","FL,PANAMA CITY"
FRANKLIN,PANAMA CITY,FL,"FL,FRANKLIN","FL,PANAMA CITY"
LIBERTY,PANAMA CITY,FL,"FL,LIBERTY","FL,PANAMA CITY"
HOLMES,PANAMA CITY,FL,"FL,HOLMES","FL,PANAMA CITY"
JACKSON,PANAMA CITY,FL,"FL,JACKSON","FL,PANAMA CITY"
WASHINGTON,PANAMA CITY,FL,"FL,WASHINGTON","FL,PANAMA CITY"
WALTON,PANAMA CITY,FL,"FL,WALTON","FL,PANAMA CITY"
NEW BOOST,PANAMA CITY,FL,"FL,NEW BOOST","FL,PANAMA CITY"
FULTON,ATLANTA,GA,"GA,FULTON","GA,ATLANTA"
COBB,ATLANTA,GA,"GA,COBB","GA,ATLANTA"
GWINNETT,ATLANTA,GA,"GA,GWINNETT","GA,ATLANTA"
DEKALB,ATLANTA,GA,"GA,DEKALB","GA,ATLANTA"
CLAYTON,ATLANTA,GA,"GA,CLAYTON","GA,ATLANTA"
CHEROKEE,ATLANTA,GA,"GA,CHEROKEE","GA,ATLANTA"
HENRY,ATLANTA,GA,"GA,HENRY","GA,ATLANTA"
FORSYTH,ATLANTA,GA,"GA,FORSYTH","GA,ATLANTA"
PAULDING,ATLANTA,GA,"GA,PAULDING","GA,ATLANTA"
DOUGLAS,ATLANTA,GA,"GA,DOUGLAS","GA,ATLANTA"
FAYETTE,ATLANTA,GA,"GA,FAYETTE","GA,ATLANTA"
COWETA,ATLANTA,GA,"GA,COWETA","GA,ATLANTA"
NEWTON,ATLANTA,GA,"GA,NEWTON","GA,ATLANTA"
ROCKDALE,ATLANTA,GA,"GA,ROCKDALE","GA,ATLANTA"
BARROW,ATLANTA,GA,"GA,BARROW","GA,ATLANTA"
BARTOW,ATLANTA,GA,"GA,BARTOW","GA,ATLANTA"
CARROLL,ATLANTA,GA,"GA,CARROLL","GA,ATLANTA"
SPALDING,ATLANTA,GA,"GA,SPALDING","GA,ATLANTA"
WALTON,ATLANTA,GA,"GA,WALTON","GA,ATLANTA"
PICKENS,ATLANTA,GA,"GA,PICKENS","GA,ATLANTA"
